CODGEO;LIBGEO;EPCI;LIBEPCI
68095;Fortschwihr;246800726;CA Colmar Agglomération
68096;Franken;200066041;CC Sundgau
68097;Fréland;246800551;CC de la Vallée de Kaysersberg
68098;Friesen;200066033;CC Sud Alsace Largue
68099;Frœningen;200066041;CC Sundgau
68100;Fulleren;200066033;CC Sud Alsace Largue
68101;Galfingue;200066009;CA Mulhouse Alsace Agglomération
68102;Geishouse;246800205;CC de la Vallée de Saint-Amarin
68103;Geispitzen;200066058;CA Saint-Louis Agglomération
68104;Geiswasser;200066025;CC Pays Rhin - Brisach
68105;Gildwiller;200066033;CC Sud Alsace Largue
68106;Goldbach-Altenbach;246800205;CC de la Vallée de Saint-Amarin
68107;Gommersdorf;200066033;CC Sud Alsace Largue
68109;Griesbach-au-Val;246800585;CC de la Vallée de Munster
68110;Grussenheim;200030526;CC du Ried de Marckolsheim
68111;Gueberschwihr;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68112;Guebwiller;246800569;CC de la Région de Guebwiller
68113;Guémar;246800577;CC du Pays de Ribeauvillé
68114;Guevenatten;200066033;CC Sud Alsace Largue
68115;Guewenheim;246800676;CC de la Vallée de la Doller et du Soultzbach
68116;Gundolsheim;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68117;Gunsbach;246800585;CC de la Vallée de Munster
68118;Habsheim;200066009;CA Mulhouse Alsace Agglomération
68119;Hagenbach;200066033;CC Sud Alsace Largue
68120;Hagenthal-le-Bas;200066058;CA Saint-Louis Agglomération
68121;Hagenthal-le-Haut;200066058;CA Saint-Louis Agglomération
68122;Hartmannswiller;246800569;CC de la Région de Guebwiller
68123;Hattstatt;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68124;Hausgauen;200066041;CC Sundgau
68125;Hecken;200066033;CC Sud Alsace Largue
68126;Hégenheim;200066058;CA Saint-Louis Agglomération
68127;Heidwiller;200066041;CC Sundgau
68128;Heimersdorf;200066041;CC Sundgau
68129;Heimsbrunn;200066009;CA Mulhouse Alsace Agglomération
68130;Heiteren;200066025;CC Pays Rhin - Brisach
68131;Heiwiller;200066041;CC Sundgau
68132;Helfrantzkirch;200066058;CA Saint-Louis Agglomération
68134;Herrlisheim-près-Colmar;246800726;CA Colmar Agglomération
68135;Hésingue;200066058;CA Saint-Louis Agglomération
68136;Hettenschlag;200066025;CC Pays Rhin - Brisach
68137;Hindlingen;200066033;CC Sud Alsace Largue
68138;Hirsingue;200066041;CC Sundgau
68139;Hirtzbach;200066041;CC Sundgau
68140;Hirtzfelden;200066025;CC Pays Rhin - Brisach
68141;Hochstatt;200066041;CC Sundgau
68142;Hohrod;246800585;CC de la Vallée de Munster
68143;Porte du Ried;246800726;CA Colmar Agglomération
68144;Hombourg;200066009;CA Mulhouse Alsace Agglomération
68145;Horbourg-Wihr;246800726;CA Colmar Agglomération
68146;Houssen;246800726;CA Colmar Agglomération
68147;Hunawihr;246800577;CC du Pays de Ribeauvillé
68148;Hundsbach;200066041;CC Sundgau
68149;Huningue;200066058;CA Saint-Louis Agglomération
68150;Husseren-les-Châteaux;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68151;Husseren-Wesserling;246800205;CC de la Vallée de Saint-Amarin
68152;Illfurth;200066041;CC Sundgau
68153;Illhaeusern;246800577;CC du Pays de Ribeauvillé
68154;Illzach;200066009;CA Mulhouse Alsace Agglomération
68155;Ingersheim;246800726;CA Colmar Agglomération
68156;Issenheim;246800569;CC de la Région de Guebwiller
68157;Jebsheim;246800726;CA Colmar Agglomération
68158;Jettingen;200066041;CC Sundgau
68159;Jungholtz;246800569;CC de la Région de Guebwiller
68160;Kappelen;200066058;CA Saint-Louis Agglomération
68161;Katzenthal;246800551;CC de la Vallée de Kaysersberg
68162;Kaysersberg Vignoble;246800551;CC de la Vallée de Kaysersberg
68163;Kembs;200066058;CA Saint-Louis Agglomération
68165;Kiffis;200066041;CC Sundgau
68166;Kingersheim;200066009;CA Mulhouse Alsace Agglomération
68167;Kirchberg;246800676;CC de la Vallée de la Doller et du Soultzbach
68168;Knœringue;200066058;CA Saint-Louis Agglomération
68169;Kœstlach;200066041;CC Sundgau
68170;Kœtzingue;200066058;CA Saint-Louis Agglomération
68171;Kruth;246800205;CC de la Vallée de Saint-Amarin
68172;Kunheim;200066025;CC Pays Rhin - Brisach
68173;Labaroche;246800551;CC de la Vallée de Kaysersberg
68174;Landser;200066058;CA Saint-Louis Agglomération
68175;Lapoutroie;246800551;CC de la Vallée de Kaysersberg
68176;Largitzen;200066033;CC Sud Alsace Largue
68177;Lautenbach;246800569;CC de la Région de Guebwiller
68178;Lautenbachzell;246800569;CC de la Région de Guebwiller
68179;Lauw;246800676;CC de la Vallée de la Doller et du Soultzbach
68180;Leimbach;200036465;CC de Thann-Cernay
68181;Levoncourt;200066041;CC Sundgau
68182;Leymen;200066058;CA Saint-Louis Agglomération
68183;Liebenswiller;200066058;CA Saint-Louis Agglomération
68184;Liebsdorf;200066041;CC Sundgau
68185;Lièpvre;246800395;CC du Val d'Argent
68186;Ligsdorf;200066041;CC Sundgau
68187;Linsdorf;200066041;CC Sundgau
68188;Linthal;246800569;CC de la Région de Guebwiller
68189;Logelheim;200066025;CC Pays Rhin - Brisach
68190;Lucelle;200066041;CC Sundgau
68191;Luemschwiller;200066041;CC Sundgau
68192;Valdieu-Lutran;200066033;CC Sud Alsace Largue
68193;Luttenbach-près-Munster;246800585;CC de la Vallée de Munster
68194;Lutter;200066041;CC Sundgau
68195;Lutterbach;200066009;CA Mulhouse Alsace Agglomération
68196;Magny;200066033;CC Sud Alsace Largue
68197;Magstatt-le-Bas;200066058;CA Saint-Louis Agglomération
68198;Magstatt-le-Haut;200066058;CA Saint-Louis Agglomération
68199;Malmerspach;246800205;CC de la Vallée de Saint-Amarin
68200;Manspach;200066033;CC Sud Alsace Largue
68201;Masevaux-Niederbruck;246800676;CC de la Vallée de la Doller et du Soultzbach
68202;Mertzen;200066033;CC Sud Alsace Largue
68203;Merxheim;246800569;CC de la Région de Guebwiller
68204;Metzeral;246800585;CC de la Vallée de Munster
68205;Meyenheim;246800445;CC du Centre du Haut-Rhin
68207;Michelbach-le-Bas;200066058;CA Saint-Louis Agglomération
68208;Michelbach-le-Haut;200066058;CA Saint-Louis Agglomération
68209;Mittelwihr;246800577;CC du Pays de Ribeauvillé
68210;Mittlach;246800585;CC de la Vallée de Munster
68211;Mitzach;246800205;CC de la Vallée de Saint-Amarin
68212;Mœrnach;200066041;CC Sundgau
68213;Mollau;246800205;CC de la Vallée de Saint-Amarin
68214;Montreux-Jeune;200066033;CC Sud Alsace Largue
68215;Montreux-Vieux;200066033;CC Sud Alsace Largue
68216;Mooslargue;200066033;CC Sud Alsace Largue
68217;Moosch;246800205;CC de la Vallée de Saint-Amarin
68218;Morschwiller-le-Bas;200066009;CA Mulhouse Alsace Agglomération
68219;Le Haut Soultzbach;246800676;CC de la Vallée de la Doller et du Soultzbach
68221;Muespach;200066041;CC Sundgau
68222;Muespach-le-Haut;200066041;CC Sundgau
68223;Muhlbach-sur-Munster;246800585;CC de la Vallée de Munster
68224;Mulhouse;200066009;CA Mulhouse Alsace Agglomération
68225;Munchhouse;200066025;CC Pays Rhin - Brisach
68226;Munster;246800585;CC de la Vallée de Munster
68227;Muntzenheim;246800726;CA Colmar Agglomération
68228;Munwiller;246800445;CC du Centre du Haut-Rhin
68229;Murbach;246800569;CC de la Région de Guebwiller
68230;Nambsheim;200066025;CC Pays Rhin - Brisach
68231;Neuf-Brisach;200066025;CC Pays Rhin - Brisach
68232;Neuwiller;200066058;CA Saint-Louis Agglomération
68234;Niederentzen;246800445;CC du Centre du Haut-Rhin
68235;Niederhergheim;246800445;CC du Centre du Haut-Rhin
68237;Niedermorschwihr;246800726;CA Colmar Agglomération
68238;Niffer;200066009;CA Mulhouse Alsace Agglomération
68239;Oberbruck;246800676;CC de la Vallée de la Doller et du Soultzbach
68240;Illtal;200066041;CC Sundgau
68241;Oberentzen;246800445;CC du Centre du Haut-Rhin
68242;Oberhergheim;246800445;CC du Centre du Haut-Rhin
68243;Oberlarg;200066041;CC Sundgau
68244;Obermorschwihr;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68245;Obermorschwiller;200066041;CC Sundgau
68246;Obersaasheim;200066025;CC Pays Rhin - Brisach
68247;Oderen;246800205;CC de la Vallée de Saint-Amarin
68248;Oltingue;200066041;CC Sundgau
68249;Orbey;246800551;CC de la Vallée de Kaysersberg
68250;Orschwihr;246800569;CC de la Région de Guebwiller
68251;Osenbach;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68252;Ostheim;246800577;CC du Pays de Ribeauvillé
68253;Ottmarsheim;200066009;CA Mulhouse Alsace Agglomération
68254;Petit-Landau;200066009;CA Mulhouse Alsace Agglomération
68255;Pfaffenheim;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68256;Pfastatt;200066009;CA Mulhouse Alsace Agglomération
68257;Pfetterhouse;200066033;CC Sud Alsace Largue
68258;Pulversheim;200066009;CA Mulhouse Alsace Agglomération
68259;Raedersdorf;200066041;CC Sundgau
68260;Raedersheim;246800569;CC de la Région de Guebwiller
68261;Rammersmatt;200036465;CC de Thann-Cernay
68262;Ranspach;246800205;CC de la Vallée de Saint-Amarin
68263;Ranspach-le-Bas;200066058;CA Saint-Louis Agglomération
68264;Ranspach-le-Haut;200066058;CA Saint-Louis Agglomération
68265;Rantzwiller;200066058;CA Saint-Louis Agglomération
68266;Réguisheim;246800445;CC du Centre du Haut-Rhin
68267;Reiningue;200066009;CA Mulhouse Alsace Agglomération
68268;Retzwiller;200066033;CC Sud Alsace Largue
68269;Ribeauvillé;246800577;CC du Pays de Ribeauvillé
68270;Richwiller;200066009;CA Mulhouse Alsace Agglomération
68271;Riedisheim;200066009;CA Mulhouse Alsace Agglomération
68273;Riespach;200066041;CC Sundgau
68274;Rimbach-près-Guebwiller;246800569;CC de la Région de Guebwiller
68275;Rimbach-près-Masevaux;246800676;CC de la Vallée de la Doller et du Soultzbach
68276;Rimbachzell;246800569;CC de la Région de Guebwiller
68277;Riquewihr;246800577;CC du Pays de Ribeauvillé
68278;Rixheim;200066009;CA Mulhouse Alsace Agglomération
68279;Roderen;200036465;CC de Thann-Cernay
68280;Rodern;246800577;CC du Pays de Ribeauvillé
68281;Roggenhouse;200066025;CC Pays Rhin - Brisach
68282;Romagny;200066033;CC Sud Alsace Largue
68283;Rombach-le-Franc;246800395;CC du Val d'Argent
68284;Roppentzwiller;200066041;CC Sundgau
68285;Rorschwihr;246800577;CC du Pays de Ribeauvillé
68286;Rosenau;200066058;CA Saint-Louis Agglomération
68287;Rouffach;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68288;Ruederbach;200066041;CC Sundgau
68289;Ruelisheim;200066009;CA Mulhouse Alsace Agglomération
68290;Rustenhart;200066025;CC Pays Rhin - Brisach
68291;Rumersheim-le-Haut;200066025;CC Pays Rhin - Brisach
68292;Saint-Amarin;246800205;CC de la Vallée de Saint-Amarin
68293;Saint-Cosme;200066033;CC Sud Alsace Largue
68294;Sainte-Croix-aux-Mines;246800395;CC du Val d'Argent
68295;Sainte-Croix-en-Plaine;246800726;CA Colmar Agglomération
68296;Saint-Hippolyte;246800577;CC du Pays de Ribeauvillé
68297;Saint-Louis;200066058;CA Saint-Louis Agglomération
68298;Sainte-Marie-aux-Mines;246800395;CC du Val d'Argent
68299;Saint-Ulrich;200066033;CC Sud Alsace Largue
68300;Sausheim;200066009;CA Mulhouse Alsace Agglomération
68301;Schlierbach;200066058;CA Saint-Louis Agglomération
68302;Schweighouse-Thann;200036465;CC de Thann-Cernay
68303;Schwoben;200066041;CC Sundgau
68304;Sentheim;246800676;CC de la Vallée de la Doller et du Soultzbach
68305;Seppois-le-Bas;200066033;CC Sud Alsace Largue
68306;Seppois-le-Haut;200066033;CC Sud Alsace Largue
68307;Sewen;246800676;CC de la Vallée de la Doller et du Soultzbach
68308;Sickert;246800676;CC de la Vallée de la Doller et du Soultzbach
68309;Sierentz;200066058;CA Saint-Louis Agglomération
68311;Sondernach;246800585;CC de la Vallée de Munster
68312;Sondersdorf;200066041;CC Sundgau
68313;Soppe-le-Bas;246800676;CC de la Vallée de la Doller et du Soultzbach
68315;Soultz-Haut-Rhin;246800569;CC de la Région de Guebwiller
68316;Soultzbach-les-Bains;246800585;CC de la Vallée de Munster
68317;Soultzeren;246800585;CC de la Vallée de Munster
68318;Soultzmatt;246800569;CC de la Région de Guebwiller
68320;Spechbach;200066041;CC Sundgau
68321;Staffelfelden;200066009;CA Mulhouse Alsace Agglomération
68322;Steinbach;200036465;CC de Thann-Cernay
68323;Steinbrunn-le-Bas;200066009;CA Mulhouse Alsace Agglomération
68324;Steinbrunn-le-Haut;200066058;CA Saint-Louis Agglomération
68325;Steinsoultz;200066041;CC Sundgau
68326;Sternenberg;200066033;CC Sud Alsace Largue
68327;Stetten;200066058;CA Saint-Louis Agglomération
68328;Storckensohn;246800205;CC de la Vallée de Saint-Amarin
68329;Stosswihr;246800585;CC de la Vallée de Munster
68330;Strueth;200066033;CC Sud Alsace Largue
68331;Sundhoffen;246800726;CA Colmar Agglomération
68332;Tagolsheim;200066041;CC Sundgau
68333;Tagsdorf;200066041;CC Sundgau
68334;Thann;200036465;CC de Thann-Cernay
68335;Thannenkirch;246800577;CC du Pays de Ribeauvillé
68336;Traubach-le-Bas;200066033;CC Sud Alsace Largue
68337;Traubach-le-Haut;200066033;CC Sud Alsace Largue
68338;Turckheim;246800726;CA Colmar Agglomération
68340;Ueberstrass;200066033;CC Sud Alsace Largue
68341;Uffheim;200066058;CA Saint-Louis Agglomération
68342;Uffholtz;200036465;CC de Thann-Cernay
68343;Ungersheim;200066009;CA Mulhouse Alsace Agglomération
68344;Urbès;246800205;CC de la Vallée de Saint-Amarin
68345;Urschenheim;200066025;CC Pays Rhin - Brisach
68347;Vieux-Ferrette;200066041;CC Sundgau
68348;Vieux-Thann;200036465;CC de Thann-Cernay
68349;Village-Neuf;200066058;CA Saint-Louis Agglomération
68350;Vœgtlinshoffen;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68351;Vogelgrun;200066025;CC Pays Rhin - Brisach
68352;Volgelsheim;200066025;CC Pays Rhin - Brisach
68353;Wahlbach;200066058;CA Saint-Louis Agglomération
68354;Walbach;246800726;CA Colmar Agglomération
68355;Waldighofen;200066041;CC Sundgau
68356;Walheim;200066041;CC Sundgau
68357;Waltenheim;200066058;CA Saint-Louis Agglomération
68358;Wasserbourg;246800585;CC de la Vallée de Munster
68359;Wattwiller;200036465;CC de Thann-Cernay
68360;Weckolsheim;200066025;CC Pays Rhin - Brisach
68361;Wegscheid;246800676;CC de la Vallée de la Doller et du Soultzbach
68362;Wentzwiller;200066058;CA Saint-Louis Agglomération
68363;Werentzhouse;200066041;CC Sundgau
68364;Westhalten;246800494;CC du Pays de Rouffach, Vignobles et Châteaux
68365;Wettolsheim;246800726;CA Colmar Agglomération
68366;Wickerschwihr;246800726;CA Colmar Agglomération
68367;Widensolen;200066025;CC Pays Rhin - Brisach
68368;Wihr-au-Val;246800585;CC de la Vallée de Munster
68370;Wildenstein;246800205;CC de la Vallée de Saint-Amarin
68371;Willer;200066041;CC Sundgau
68372;Willer-sur-Thur;200036465;CC de Thann-Cernay
68373;Winkel;200066041;CC Sundgau
68374;Wintzenheim;246800726;CA Colmar Agglomération
68375;Wittelsheim;200066009;CA Mulhouse Alsace Agglomération
68376;Wittenheim;200066009;CA Mulhouse Alsace Agglomération
68377;Wittersdorf;200066041;CC Sundgau
68378;Wolfersdorf;200066033;CC Sud Alsace Largue
68379;Wolfgantzen;200066025;CC Pays Rhin - Brisach
68380;Wolschwiller;200066041;CC Sundgau
68381;Wuenheim;246800569;CC de la Région de Guebwiller
68382;Zaessingue;200066058;CA Saint-Louis Agglomération
68383;Zellenberg;246800577;CC du Pays de Ribeauvillé
68384;Zillisheim;200066009;CA Mulhouse Alsace Agglomération
68385;Zimmerbach;246800726;CA Colmar Agglomération
68386;Zimmersheim;200066009;CA Mulhouse Alsace Agglomération
69001;Affoux;200040566;CA de l'Ouest Rhodanien
69002;Aigueperse;200067817;CC Saône-Beaujolais
69003;Albigny-sur-Saône;200046977;Métropole de Lyon
69004;Alix;200040574;CC Beaujolais Pierres Dorées
69005;Ambérieux;200040574;CC Beaujolais Pierres Dorées
69006;Amplepuis;200040566;CA de l'Ouest Rhodanien
69007;Ampuis;200077014;CA Vienne Condrieu
69008;Ancy;200040566;CA de l'Ouest Rhodanien
69009;Anse;200040574;CC Beaujolais Pierres Dorées
69010;L'Arbresle;246900625;CC du Pays de l'Arbresle (CCPA)
69012;Les Ardillats;200067817;CC Saône-Beaujolais
69013;Arnas;200040590;CA Villefranche Beaujolais Saône
69014;Aveize;200066587;CC des Monts du Lyonnais
69016;Azolette;200067817;CC Saône-Beaujolais
69017;Bagnols;200040574;CC Beaujolais Pierres Dorées
69018;Beaujeu;200067817;CC Saône-Beaujolais
69019;Belleville-en-Beaujolais;200067817;CC Saône-Beaujolais
69020;Belmont-d'Azergues;200040574;CC Beaujolais Pierres Dorées
69021;Bessenay;246900625;CC du Pays de l'Arbresle (CCPA)
69022;Bibost;246900625;CC du Pays de l'Arbresle (CCPA)
69023;Blacé;200040590;CA Villefranche Beaujolais Saône
69024;Val d'Oingt;200040574;CC Beaujolais Pierres Dorées
69026;Le Breuil;200040574;CC Beaujolais Pierres Dorées
69027;Brignais;246900757;CC de la Vallée du Garon (CCVG)
69028;Brindas;246900724;CC des Vallons du Lyonnais (CCVL)
69029;Bron;200046977;Métropole de Lyon
69030;Brullioles;200066587;CC des Monts du Lyonnais
69031;Brussieu;200066587;CC des Monts du Lyonnais
69032;Bully;246900625;CC du Pays de l'Arbresle (CCPA)
69033;Cailloux-sur-Fontaines;200046977;Métropole de Lyon
69034;Caluire-et-Cuire;200046977;Métropole de Lyon
69035;Cenves;200067817;CC Saône-Beaujolais
69036;Cercié;200067817;CC Saône-Beaujolais
69037;Chambost-Allières;200040566;CA de l'Ouest Rhodanien
69038;Chambost-Longessaigne;200066587;CC des Monts du Lyonnais
69039;Chamelet;200040574;CC Beaujolais Pierres Dorées
69040;Champagne-au-Mont-d'Or;200046977;Métropole de Lyon
69042;La Chapelle-sur-Coise;200066587;CC des Monts du Lyonnais
69043;Chaponost;246900757;CC de la Vallée du Garon (CCVG)
69044;Charbonnières-les-Bains;200046977;Métropole de Lyon
69045;Charentay;200067817;CC Saône-Beaujolais
69046;Charly;200046977;Métropole de Lyon
69047;Charnay;200040574;CC Beaujolais Pierres Dorées
69049;Chasselay;200040574;CC Beaujolais Pierres Dorées
69050;Châtillon;200040574;CC Beaujolais Pierres Dorées
69051;Chaussan;246900740;CC du Pays Mornantais (COPAMO)
69052;Chazay-d'Azergues;200040574;CC Beaujolais Pierres Dorées
69053;Chénas;200067817;CC Saône-Beaujolais
69054;Chénelette;200040566;CA de l'Ouest Rhodanien
69055;Les Chères;200040574;CC Beaujolais Pierres Dorées
69056;Chessy;200040574;CC Beaujolais Pierres Dorées
69057;Chevinay;246900625;CC du Pays de l'Arbresle (CCPA)
69058;Chiroubles;200067817;CC Saône-Beaujolais
69059;Civrieux-d'Azergues;200040574;CC Beaujolais Pierres Dorées
69060;Claveisolles;200040566;CA de l'Ouest Rhodanien
69061;Cogny;200040590;CA Villefranche Beaujolais Saône
69062;Coise;200066587;CC des Monts du Lyonnais
69063;Collonges-au-Mont-d'Or;200046977;Métropole de Lyon
69064;Condrieu;200077014;CA Vienne Condrieu
69065;Corcelles-en-Beaujolais;200067817;CC Saône-Beaujolais
69066;Cours;200040566;CA de l'Ouest Rhodanien
69067;Courzieu;246900625;CC du Pays de l'Arbresle (CCPA)
69068;Couzon-au-Mont-d'Or;200046977;Métropole de Lyon
69069;Craponne;200046977;Métropole de Lyon
69070;Cublize;200040566;CA de l'Ouest Rhodanien
69071;Curis-au-Mont-d'Or;200046977;Métropole de Lyon
69072;Dardilly;200046977;Métropole de Lyon
69074;Denicé;200040590;CA Villefranche Beaujolais Saône
69075;Dième;200040566;CA de l'Ouest Rhodanien
