CODGEO;LIBGEO;EPCI;LIBEPCI
34303;Sorbs;200017341;CC Lodévois et Larzac
34304;Soubès;200017341;CC Lodévois et Larzac
34305;Le Soulié;200066553;CC des Monts de Lacaune et de la Montagne du Haut Languedoc
34306;Soumont;200017341;CC Lodévois et Larzac
34307;Sussargues;243400017;Montpellier Méditerranée Métropole
34308;Taussac-la-Billière;200042646;CC Grand Orb communauté de communes en Languedoc
34309;Teyran;200022986;CC du Grand Pic Saint-Loup
34310;Thézan-lès-Béziers;200071058;CC Les Avant-Monts
34311;Tourbes;243400819;CA Hérault-Méditerranée
34312;La Tour-sur-Orb;200042646;CC Grand Orb communauté de communes en Languedoc
34313;Tressan;243400694;CC Vallée de l'Hérault
34314;Le Triadou;200022986;CC du Grand Pic Saint-Loup
34315;Usclas-d'Hérault;243400355;CC du Clermontais
34316;Usclas-du-Bosc;200017341;CC Lodévois et Larzac
34317;La Vacquerie-et-Saint-Martin-de-Castries;200017341;CC Lodévois et Larzac
34318;Vacquières;200022986;CC du Grand Pic Saint-Loup
34319;Vailhan;200071058;CC Les Avant-Monts
34320;Vailhauquès;200022986;CC du Grand Pic Saint-Loup
34321;Valergues;243400470;CA du Pays de l'Or
34322;Valflaunès;200022986;CC du Grand Pic Saint-Loup
34323;Valmascle;243400355;CC du Clermontais
34324;Valras-Plage;243400769;CA de Béziers-Méditerranée
34325;Valros;243400769;CA de Béziers-Méditerranée
34326;Vélieux;200066348;CC du Minervois au Caroux
34327;Vendargues;243400017;Montpellier Méditerranée Métropole
34328;Vendémian;243400694;CC Vallée de l'Hérault
34329;Vendres;243400488;CC La Domitienne
34331;Verreries-de-Moussans;200066348;CC du Minervois au Caroux
34332;Vias;243400819;CA Hérault-Méditerranée
34333;Vic-la-Gardiole;200066355;CA Sète Agglopôle Méditerranée
34334;Vieussan;200066348;CC du Minervois au Caroux
34335;Villemagne-l'Argentière;200042646;CC Grand Orb communauté de communes en Languedoc
34336;Villeneuve-lès-Béziers;243400769;CA de Béziers-Méditerranée
34337;Villeneuve-lès-Maguelone;243400017;Montpellier Méditerranée Métropole
34338;Villeneuvette;243400355;CC du Clermontais
34339;Villespassans;200042653;CC Sud-Hérault
34340;Villetelle;243400520;CC du Pays de Lunel
34341;Villeveyrac;200066355;CA Sète Agglopôle Méditerranée
34342;Viols-en-Laval;200022986;CC du Grand Pic Saint-Loup
34343;Viols-le-Fort;200022986;CC du Grand Pic Saint-Loup
34344;La Grande-Motte;243400470;CA du Pays de l'Or
35001;Acigné;243500139;Rennes Métropole
35002;Amanlis;243500634;CC Roche aux Fées Communauté
35003;Andouillé-Neuville;243500667;CC Val d'Ille-Aubigné
35004;Val-Couesnon;200070688;CC Couesnon Marches de Bretagne
35005;Arbrissel;243500634;CC Roche aux Fées Communauté
35006;Argentré-du-Plessis;200039022;CA Vitré Communauté
35007;Aubigné;243500667;CC Val d'Ille-Aubigné
35008;Availles-sur-Seiche;200039022;CA Vitré Communauté
35009;Baguer-Morvan;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35010;Baguer-Pican;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35012;Bain-de-Bretagne;200070662;CC Bretagne porte de Loire Communauté
35013;Bains-sur-Oust;243500741;CA Redon Agglomération
35014;Bais;200039022;CA Vitré Communauté
35015;Balazé;200039022;CA Vitré Communauté
35016;Baulon;200043990;CC Vallons de Haute-Bretagne Communauté
35017;La Baussaine;243500733;CC Bretagne Romantique
35018;La Bazouge-du-Désert;200072452;CA Fougères Agglomération
35019;Bazouges-la-Pérouse;200070688;CC Couesnon Marches de Bretagne
35021;Beaucé;200072452;CA Fougères Agglomération
35022;Bécherel;243500139;Rennes Métropole
35023;Bédée;243500550;CC Montfort Communauté
35024;Betton;243500139;Rennes Métropole
35025;Billé;200072452;CA Fougères Agglomération
35026;Bléruais;200038990;CC de Saint-Méen Montauban
35027;Boisgervilly;200038990;CC de Saint-Méen Montauban
35028;Boistrudan;243500634;CC Roche aux Fées Communauté
35029;Bonnemain;243500733;CC Bretagne Romantique
35030;La Bosse-de-Bretagne;200070662;CC Bretagne porte de Loire Communauté
35031;La Bouëxière;243500774;CC Liffré-Cormier Communauté
35032;Bourgbarré;243500139;Rennes Métropole
35033;Bourg-des-Comptes;200043990;CC Vallons de Haute-Bretagne Communauté
35034;La Boussac;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35035;Bovel;200043990;CC Vallons de Haute-Bretagne Communauté
35037;Bréal-sous-Montfort;243500618;CC Brocéliande Communauté
35038;Bréal-sous-Vitré;200039022;CA Vitré Communauté
35039;Brécé;243500139;Rennes Métropole
35040;Breteil;243500550;CC Montfort Communauté
35041;Brie;243500634;CC Roche aux Fées Communauté
35042;Brielles;200039022;CA Vitré Communauté
35044;Broualan;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35045;Bruc-sur-Aff;243500741;CA Redon Agglomération
35046;Les Brulais;200043990;CC Vallons de Haute-Bretagne Communauté
35047;Bruz;243500139;Rennes Métropole
35049;Cancale;243500782;CA du Pays de Saint Malo Agglomération
35050;Cardroc;243500733;CC Bretagne Romantique
35051;Cesson-Sévigné;243500139;Rennes Métropole
35052;Champeaux;200039022;CA Vitré Communauté
35054;Chanteloup;200070662;CC Bretagne porte de Loire Communauté
35055;Chantepie;243500139;Rennes Métropole
35056;La Chapelle-aux-Filtzméens;243500733;CC Bretagne Romantique
35057;La Chapelle-Bouëxic;200043990;CC Vallons de Haute-Bretagne Communauté
35058;La Chapelle-Chaussée;243500139;Rennes Métropole
35059;La Chapelle-des-Fougeretz;243500139;Rennes Métropole
35060;La Chapelle du Lou du Lac;200038990;CC de Saint-Méen Montauban
35061;La Chapelle-Erbrée;200039022;CA Vitré Communauté
35062;La Chapelle-Fleurigné;200072452;CA Fougères Agglomération
35063;La Chapelle-Saint-Aubert;200072452;CA Fougères Agglomération
35064;La Chapelle-de-Brain;243500741;CA Redon Agglomération
35065;La Chapelle-Thouarault;243500139;Rennes Métropole
35066;Chartres-de-Bretagne;243500139;Rennes Métropole
35067;Chasné-sur-Illet;243500774;CC Liffré-Cormier Communauté
35068;Châteaubourg;200039022;CA Vitré Communauté
35069;Châteaugiron;243500659;CC Pays de Châteaugiron Communauté
35070;Châteauneuf-d'Ille-et-Vilaine;243500782;CA du Pays de Saint Malo Agglomération
35071;Le Châtellier;200070688;CC Couesnon Marches de Bretagne
35072;Châtillon-en-Vendelais;200039022;CA Vitré Communauté
35075;Chauvigné;200070688;CC Couesnon Marches de Bretagne
35076;Chavagne;243500139;Rennes Métropole
35077;Chelun;243500634;CC Roche aux Fées Communauté
35078;Cherrueix;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35079;Chevaigné;243500139;Rennes Métropole
35080;Cintré;243500139;Rennes Métropole
35081;Clayes;243500139;Rennes Métropole
35082;Coësmes;243500634;CC Roche aux Fées Communauté
35084;Comblessac;200043990;CC Vallons de Haute-Bretagne Communauté
35085;Combourg;243500733;CC Bretagne Romantique
35086;Combourtillé;200072452;CA Fougères Agglomération
35087;Cornillé;200039022;CA Vitré Communauté
35088;Corps-Nuds;243500139;Rennes Métropole
35089;La Couyère;200070662;CC Bretagne porte de Loire Communauté
35090;Crevin;200070662;CC Bretagne porte de Loire Communauté
35091;Le Crouais;200038990;CC de Saint-Méen Montauban
35092;Cuguen;243500733;CC Bretagne Romantique
35093;Dinard;243500725;CC Côte d'Émeraude
35094;Dingé;243500733;CC Bretagne Romantique
35095;Dol-de-Bretagne;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35096;Domagné;200039022;CA Vitré Communauté
35097;Domalain;200039022;CA Vitré Communauté
35098;La Dominelais;200070662;CC Bretagne porte de Loire Communauté
35099;Domloup;243500659;CC Pays de Châteaugiron Communauté
35101;Dourdain;243500774;CC Liffré-Cormier Communauté
35102;Drouges;200039022;CA Vitré Communauté
35103;Eancé;243500634;CC Roche aux Fées Communauté
35104;Epiniac;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35105;Erbrée;200039022;CA Vitré Communauté
35106;Ercé-en-Lamée;200070662;CC Bretagne porte de Loire Communauté
35107;Ercé-près-Liffré;243500774;CC Liffré-Cormier Communauté
35108;Essé;243500634;CC Roche aux Fées Communauté
35109;Étrelles;200039022;CA Vitré Communauté
35110;Feins;243500667;CC Val d'Ille-Aubigné
35111;Le Ferré;200072452;CA Fougères Agglomération
35114;Forges-la-Forêt;243500634;CC Roche aux Fées Communauté
35115;Fougères;200072452;CA Fougères Agglomération
35116;La Fresnais;243500782;CA du Pays de Saint Malo Agglomération
35117;Gaël;200038990;CC de Saint-Méen Montauban
35118;Gahard;243500667;CC Val d'Ille-Aubigné
35119;Gennes-sur-Seiche;200039022;CA Vitré Communauté
35120;Gévezé;243500139;Rennes Métropole
35121;Gosné;243500774;CC Liffré-Cormier Communauté
35122;La Gouesnière;243500782;CA du Pays de Saint Malo Agglomération
35123;Goven;200043990;CC Vallons de Haute-Bretagne Communauté
35124;Grand-Fougeray;200070662;CC Bretagne porte de Loire Communauté
35125;La Guerche-de-Bretagne;200039022;CA Vitré Communauté
35126;Guichen;200043990;CC Vallons de Haute-Bretagne Communauté
35127;Guignen;200043990;CC Vallons de Haute-Bretagne Communauté
35128;Guipel;243500667;CC Val d'Ille-Aubigné
35130;Hédé-Bazouges;243500733;CC Bretagne Romantique
35131;L'Hermitage;243500139;Rennes Métropole
35132;Hirel;243500782;CA du Pays de Saint Malo Agglomération
35133;Iffendic;243500550;CC Montfort Communauté
35134;Les Iffs;243500733;CC Bretagne Romantique
35135;Irodouër;200038990;CC de Saint-Méen Montauban
35136;Janzé;243500634;CC Roche aux Fées Communauté
35137;Javené;200072452;CA Fougères Agglomération
35138;Laignelet;200072452;CA Fougères Agglomération
35139;Laillé;243500139;Rennes Métropole
35140;Lalleu;200070662;CC Bretagne porte de Loire Communauté
35141;Landavran;200039022;CA Vitré Communauté
35142;Landéan;200072452;CA Fougères Agglomération
35143;Landujan;200038990;CC de Saint-Méen Montauban
35144;Langan;243500139;Rennes Métropole
35145;Langon;243500741;CA Redon Agglomération
35146;Langouet;243500667;CC Val d'Ille-Aubigné
35148;Lanrigan;243500733;CC Bretagne Romantique
35149;Lassy;200043990;CC Vallons de Haute-Bretagne Communauté
35150;Lécousse;200072452;CA Fougères Agglomération
35151;Lieuron;243500741;CA Redon Agglomération
35152;Liffré;243500774;CC Liffré-Cormier Communauté
35153;Lillemer;243500782;CA du Pays de Saint Malo Agglomération
35154;Livré-sur-Changeon;243500774;CC Liffré-Cormier Communauté
35155;Lohéac;200043990;CC Vallons de Haute-Bretagne Communauté
35156;Longaulnay;243500733;CC Bretagne Romantique
35157;Le Loroux;200072452;CA Fougères Agglomération
35159;Lourmais;243500733;CC Bretagne Romantique
35160;Loutehel;200043990;CC Vallons de Haute-Bretagne Communauté
35161;Louvigné-de-Bais;200039022;CA Vitré Communauté
35162;Louvigné-du-Désert;200072452;CA Fougères Agglomération
35163;Luitré-Dompierre;200072452;CA Fougères Agglomération
35164;Marcillé-Raoul;200070688;CC Couesnon Marches de Bretagne
35165;Marcillé-Robert;243500634;CC Roche aux Fées Communauté
35166;Marpiré;200039022;CA Vitré Communauté
35167;Martigné-Ferchaud;243500634;CC Roche aux Fées Communauté
35168;Val d'Anast;200043990;CC Vallons de Haute-Bretagne Communauté
35169;Maxent;243500618;CC Brocéliande Communauté
35170;Mecé;200039022;CA Vitré Communauté
35171;Médréac;200038990;CC de Saint-Méen Montauban
35172;Meillac;243500733;CC Bretagne Romantique
35173;Melesse;243500667;CC Val d'Ille-Aubigné
35174;Mellé;200072452;CA Fougères Agglomération
35175;Mernel;200043990;CC Vallons de Haute-Bretagne Communauté
35176;Guipry-Messac;200043990;CC Vallons de Haute-Bretagne Communauté
35177;La Mézière;243500667;CC Val d'Ille-Aubigné
35178;Mézières-sur-Couesnon;243500774;CC Liffré-Cormier Communauté
35179;Miniac-Morvan;243500782;CA du Pays de Saint Malo Agglomération
35180;Miniac-sous-Bécherel;243500139;Rennes Métropole
35181;Le Minihic-sur-Rance;243500725;CC Côte d'Émeraude
35183;Mondevert;200039022;CA Vitré Communauté
35184;Montauban-de-Bretagne;200038990;CC de Saint-Méen Montauban
35185;Montautour;200039022;CA Vitré Communauté
35186;Mont-Dol;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35187;Monterfil;243500618;CC Brocéliande Communauté
35188;Montfort-sur-Meu;243500550;CC Montfort Communauté
35189;Montgermont;243500139;Rennes Métropole
35190;Monthault;200072452;CA Fougères Agglomération
35191;Les Portes du Coglais;200070688;CC Couesnon Marches de Bretagne
35192;Montreuil-des-Landes;200039022;CA Vitré Communauté
35193;Montreuil-le-Gast;243500667;CC Val d'Ille-Aubigné
35194;Montreuil-sous-Pérouse;200039022;CA Vitré Communauté
35195;Montreuil-sur-Ille;243500667;CC Val d'Ille-Aubigné
35196;Mordelles;243500139;Rennes Métropole
35197;Mouazé;243500667;CC Val d'Ille-Aubigné
35198;Moulins;200039022;CA Vitré Communauté
35199;Moussé;200039022;CA Vitré Communauté
35200;Moutiers;200039022;CA Vitré Communauté
35201;Muel;200038990;CC de Saint-Méen Montauban
35202;La Noë-Blanche;200070662;CC Bretagne porte de Loire Communauté
35203;La Nouaye;243500550;CC Montfort Communauté
35204;Nouvoitou;243500139;Rennes Métropole
35205;Noyal-sous-Bazouges;200070688;CC Couesnon Marches de Bretagne
35206;Noyal-Châtillon-sur-Seiche;243500139;Rennes Métropole
35207;Noyal-sur-Vilaine;243500659;CC Pays de Châteaugiron Communauté
35208;Orgères;243500139;Rennes Métropole
35210;Pacé;243500139;Rennes Métropole
35211;Paimpont;243500618;CC Brocéliande Communauté
35212;Pancé;200070662;CC Bretagne porte de Loire Communauté
35214;Parcé;200072452;CA Fougères Agglomération
35215;Parigné;200072452;CA Fougères Agglomération
35216;Parthenay-de-Bretagne;243500139;Rennes Métropole
35217;Le Pertre;200039022;CA Vitré Communauté
35218;Le Petit-Fougeray;200070662;CC Bretagne porte de Loire Communauté
35219;Pipriac;243500741;CA Redon Agglomération
35220;Piré-Chancé;243500659;CC Pays de Châteaugiron Communauté
35221;Pléchâtel;200070662;CC Bretagne porte de Loire Communauté
35222;Pleine-Fougères;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35223;Plélan-le-Grand;243500618;CC Brocéliande Communauté
35224;Plerguer;243500782;CA du Pays de Saint Malo Agglomération
35225;Plesder;243500733;CC Bretagne Romantique
35226;Pleugueneuc;243500733;CC Bretagne Romantique
35227;Pleumeleuc;243500550;CC Montfort Communauté
35228;Pleurtuit;243500725;CC Côte d'Émeraude
35229;Pocé-les-Bois;200039022;CA Vitré Communauté
35230;Poilley;200072452;CA Fougères Agglomération
35231;Poligné;200070662;CC Bretagne porte de Loire Communauté
35232;Princé;200039022;CA Vitré Communauté
35233;Québriac;243500733;CC Bretagne Romantique
35234;Quédillac;200038990;CC de Saint-Méen Montauban
35235;Rannée;200039022;CA Vitré Communauté
35236;Redon;243500741;CA Redon Agglomération
35237;Renac;243500741;CA Redon Agglomération
35238;Rennes;243500139;Rennes Métropole
35239;Retiers;243500634;CC Roche aux Fées Communauté
35240;Le Rheu;243500139;Rennes Métropole
35241;La Richardais;243500725;CC Côte d'Émeraude
35242;Rimou;200070688;CC Couesnon Marches de Bretagne
35243;Romagné;200072452;CA Fougères Agglomération
35244;Romazy;200070688;CC Couesnon Marches de Bretagne
35245;Romillé;243500139;Rennes Métropole
35246;Roz-Landrieux;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35247;Roz-sur-Couesnon;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35248;Sains;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35249;Sainte-Anne-sur-Vilaine;200070662;CC Bretagne porte de Loire Communauté
35250;Saint-Armel;243500139;Rennes Métropole
35251;Saint-Aubin-d'Aubigné;243500667;CC Val d'Ille-Aubigné
35252;Saint-Aubin-des-Landes;200039022;CA Vitré Communauté
35253;Saint-Aubin-du-Cormier;243500774;CC Liffré-Cormier Communauté
35255;Saint-Benoît-des-Ondes;243500782;CA du Pays de Saint Malo Agglomération
35256;Saint-Briac-sur-Mer;243500725;CC Côte d'Émeraude
35257;Maen Roch;200070688;CC Couesnon Marches de Bretagne
35258;Saint-Brieuc-des-Iffs;243500733;CC Bretagne Romantique
35259;Saint-Broladre;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35260;Saint-Christophe-des-Bois;200039022;CA Vitré Communauté
35261;Saint-Christophe-de-Valains;200072452;CA Fougères Agglomération
35262;Sainte-Colombe;243500634;CC Roche aux Fées Communauté
35263;Saint-Coulomb;243500782;CA du Pays de Saint Malo Agglomération
35264;Saint-Didier;200039022;CA Vitré Communauté
35265;Saint-Domineuc;243500733;CC Bretagne Romantique
35266;Saint-Erblon;243500139;Rennes Métropole
35268;Saint-Ganton;243500741;CA Redon Agglomération
35270;Saint-Georges-de-Gréhaigne;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35271;Saint-Georges-de-Reintembault;200072452;CA Fougères Agglomération
35272;Saint-Germain-du-Pinel;200039022;CA Vitré Communauté
35273;Saint-Germain-en-Coglès;200070688;CC Couesnon Marches de Bretagne
35274;Saint-Germain-sur-Ille;243500667;CC Val d'Ille-Aubigné
35275;Saint-Gilles;243500139;Rennes Métropole
35276;Saint-Gondran;243500667;CC Val d'Ille-Aubigné
35277;Saint-Gonlay;243500550;CC Montfort Communauté
35278;Saint-Grégoire;243500139;Rennes Métropole
35279;Saint-Guinoux;243500782;CA du Pays de Saint Malo Agglomération
35280;Saint-Hilaire-des-Landes;200070688;CC Couesnon Marches de Bretagne
35281;Saint-Jacques-de-la-Lande;243500139;Rennes Métropole
35282;Rives-du-Couesnon;200072452;CA Fougères Agglomération
35283;Saint-Jean-sur-Vilaine;200039022;CA Vitré Communauté
35284;Saint-Jouan-des-Guérets;243500782;CA du Pays de Saint Malo Agglomération
35285;Saint-Just;243500741;CA Redon Agglomération
35286;Saint-Léger-des-Prés;243500733;CC Bretagne Romantique
35287;Saint-Lunaire;243500725;CC Côte d'Émeraude
35288;Saint-Malo;243500782;CA du Pays de Saint Malo Agglomération
35289;Saint-Malo-de-Phily;200043990;CC Vallons de Haute-Bretagne Communauté
35290;Saint-Malon-sur-Mel;200038990;CC de Saint-Méen Montauban
35291;Saint-Marcan;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35292;Saint-Marc-le-Blanc;200070688;CC Couesnon Marches de Bretagne
35294;Sainte-Marie;243500741;CA Redon Agglomération
35295;Saint-Maugan;200038990;CC de Saint-Méen Montauban
35296;Saint-Médard-sur-Ille;243500667;CC Val d'Ille-Aubigné
35297;Saint-Méen-le-Grand;200038990;CC de Saint-Méen Montauban
35299;Saint-Méloir-des-Ondes;243500782;CA du Pays de Saint Malo Agglomération
35300;Saint-M'Hervé;200039022;CA Vitré Communauté
35302;Saint-Onen-la-Chapelle;200038990;CC de Saint-Méen Montauban
35304;Saint-Ouen-des-Alleux;200072452;CA Fougères Agglomération
35305;Saint-Péran;243500618;CC Brocéliande Communauté
35306;Saint-Père-Marc-en-Poulet;243500782;CA du Pays de Saint Malo Agglomération
35307;Saint-Pern;200038990;CC de Saint-Méen Montauban
35308;Mesnil-Roc'h;243500733;CC Bretagne Romantique
35309;Saint-Rémy-du-Plain;200070688;CC Couesnon Marches de Bretagne
35310;Saint-Sauveur-des-Landes;200072452;CA Fougères Agglomération
35311;Saint-Séglin;200043990;CC Vallons de Haute-Bretagne Communauté
35312;Saint-Senoux;200043990;CC Vallons de Haute-Bretagne Communauté
35314;Saint-Suliac;243500782;CA du Pays de Saint Malo Agglomération
35315;Saint-Sulpice-la-Forêt;243500139;Rennes Métropole
35316;Saint-Sulpice-des-Landes;200070662;CC Bretagne porte de Loire Communauté
35317;Saint-Symphorien;243500667;CC Val d'Ille-Aubigné
35318;Saint-Thual;243500733;CC Bretagne Romantique
35319;Saint-Thurial;243500618;CC Brocéliande Communauté
35320;Saint-Uniac;200038990;CC de Saint-Méen Montauban
35321;Saulnières;200070662;CC Bretagne porte de Loire Communauté
35322;Le Sel-de-Bretagne;200070662;CC Bretagne porte de Loire Communauté
35324;La Selle-en-Luitré;200072452;CA Fougères Agglomération
35325;La Selle-Guerchaise;200039022;CA Vitré Communauté
35326;Sens-de-Bretagne;243500667;CC Val d'Ille-Aubigné
35327;Servon-sur-Vilaine;243500659;CC Pays de Châteaugiron Communauté
35328;Sixt-sur-Aff;243500741;CA Redon Agglomération
35329;Sougeal;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35330;Taillis;200039022;CA Vitré Communauté
35331;Talensac;243500550;CC Montfort Communauté
35332;Teillay;200070662;CC Bretagne porte de Loire Communauté
35333;Le Theil-de-Bretagne;243500634;CC Roche aux Fées Communauté
35334;Thorigné-Fouillard;243500139;Rennes Métropole
35335;Thourie;243500634;CC Roche aux Fées Communauté
35336;Le Tiercent;200070688;CC Couesnon Marches de Bretagne
35337;Tinténiac;243500733;CC Bretagne Romantique
35338;Torcé;200039022;CA Vitré Communauté
35339;Trans-la-Forêt;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35340;Treffendel;243500618;CC Brocéliande Communauté
35342;Trémeheuc;243500733;CC Bretagne Romantique
35343;Tresbœuf;200070662;CC Bretagne porte de Loire Communauté
35345;Trévérien;243500733;CC Bretagne Romantique
35346;Trimer;243500733;CC Bretagne Romantique
35347;Val-d'Izé;200039022;CA Vitré Communauté
35350;Vergéal;200039022;CA Vitré Communauté
35351;Le Verger;243500139;Rennes Métropole
35352;Vern-sur-Seiche;243500139;Rennes Métropole
35353;Vezin-le-Coquet;243500139;Rennes Métropole
35354;Vieux-Viel;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35355;Vieux-Vy-sur-Couesnon;243500667;CC Val d'Ille-Aubigné
35356;Vignoc;243500667;CC Val d'Ille-Aubigné
35357;Villamée;200072452;CA Fougères Agglomération
35358;La Ville-ès-Nonais;243500782;CA du Pays de Saint Malo Agglomération
35359;Visseiche;200039022;CA Vitré Communauté
35360;Vitré;200039022;CA Vitré Communauté
35361;Le Vivier-sur-Mer;200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel
35362;Le Tronchet;243500782;CA du Pays de Saint Malo Agglomération
35363;Pont-Péan;243500139;Rennes Métropole
36001;Aigurande;200007052;CC de la Marche Berrichonne
36002;Aize;200068880;CC Champagne Boischauts
36003;Ambrault;200068880;CC Champagne Boischauts
36004;Anjouin;243600202;CC Chabris - Pays de Bazelle
36005;Ardentes;243600327;CA Châteauroux Métropole
36006;Argenton-sur-Creuse;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36007;Argy;243600301;CC Val de l'Indre - Brenne
36008;Arpheuilles;200035848;CC du Châtillonnais en Berry
36009;Arthon;243600327;CA Châteauroux Métropole
36010;Azay-le-Ferron;243600343;CC Cœur de Brenne
36011;Bagneux;243600202;CC Chabris - Pays de Bazelle
36012;Baraize;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36013;Baudres;243600293;CC Levroux Boischaut Champagne
36014;Bazaiges;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36015;Beaulieu;200035137;CC Marche Occitane - Val d'Anglin
36016;Bélâbre;200035137;CC Marche Occitane - Val d'Anglin
36017;La Berthenoux;243600350;CC de la Châtre et Sainte-Sévère
36018;Le Blanc;243600319;CC Brenne - Val de Creuse
36019;Bommiers;200068880;CC Champagne Boischauts
36020;Bonneuil;200035137;CC Marche Occitane - Val d'Anglin
36021;Les Bordes;243600236;CC du Pays d'Issoudun
36022;Bouesse;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36023;Bouges-le-Château;243600293;CC Levroux Boischaut Champagne
36024;Bretagne;243600293;CC Levroux Boischaut Champagne
36025;Briantes;243600350;CC de la Châtre et Sainte-Sévère
36026;Brion;243600293;CC Levroux Boischaut Champagne
36027;Brives;200068880;CC Champagne Boischauts
36028;La Buxerette;200007052;CC de la Marche Berrichonne
36029;Buxeuil;200068880;CC Champagne Boischauts
36030;Buxières-d'Aillac;200018521;CC du Val de Bouzanne
36031;Buzançais;243600301;CC Val de l'Indre - Brenne
36032;Ceaulmont;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36033;Celon;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36034;Chabris;243600202;CC Chabris - Pays de Bazelle
36035;Chaillac;200035137;CC Marche Occitane - Val d'Anglin
36036;Chalais;200035137;CC Marche Occitane - Val d'Anglin
36037;La Champenoise;200068880;CC Champagne Boischauts
36038;Champillet;243600350;CC de la Châtre et Sainte-Sévère
36040;La Chapelle-Orthemale;243600301;CC Val de l'Indre - Brenne
36041;La Chapelle-Saint-Laurian;200068880;CC Champagne Boischauts
36042;Chasseneuil;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36043;Chassignolles;243600350;CC de la Châtre et Sainte-Sévère
36044;Châteauroux;243600327;CA Châteauroux Métropole
36045;Châtillon-sur-Indre;200035848;CC du Châtillonnais en Berry
36046;La Châtre;243600350;CC de la Châtre et Sainte-Sévère
36047;La Châtre-Langlin;200035137;CC Marche Occitane - Val d'Anglin
36048;Chavin;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36049;Chazelet;243600319;CC Brenne - Val de Creuse
36050;Chezelles;243600301;CC Val de l'Indre - Brenne
36051;Chitray;243600319;CC Brenne - Val de Creuse
36052;Chouday;200068880;CC Champagne Boischauts
36053;Ciron;243600319;CC Brenne - Val de Creuse
36054;Cléré-du-Bois;200035848;CC du Châtillonnais en Berry
36055;Clion;200035848;CC du Châtillonnais en Berry
36056;Cluis;200018521;CC du Val de Bouzanne
36057;Coings;243600327;CA Châteauroux Métropole
36058;Concremiers;243600319;CC Brenne - Val de Creuse
36059;Condé;200068880;CC Champagne Boischauts
36060;Crevant;200007052;CC de la Marche Berrichonne
36061;Crozon-sur-Vauvre;200007052;CC de la Marche Berrichonne
36062;Cuzion;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36063;Déols;243600327;CA Châteauroux Métropole
36064;Diors;243600327;CA Châteauroux Métropole
36065;Diou;243600236;CC du Pays d'Issoudun
36066;Douadic;243600319;CC Brenne - Val de Creuse
36067;Dunet;200035137;CC Marche Occitane - Val d'Anglin
36068;Dun-le-Poëlier;243600202;CC Chabris - Pays de Bazelle
36069;Écueillé;200040558;CC Écueillé-Valençay
36070;Éguzon-Chantôme;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36071;Étrechet;243600327;CA Châteauroux Métropole
36073;Feusines;243600350;CC de la Châtre et Sainte-Sévère
36074;Fléré-la-Rivière;200035848;CC du Châtillonnais en Berry
36075;Fontenay;200068880;CC Champagne Boischauts
36076;Fontgombault;243600319;CC Brenne - Val de Creuse
36077;Fontguenand;200040558;CC Écueillé-Valençay
36078;Fougerolles;200018521;CC du Val de Bouzanne
36079;Francillon;243600293;CC Levroux Boischaut Champagne
36080;Frédille;200040558;CC Écueillé-Valençay
36081;Gargilesse-Dampierre;200068872;CC Éguzon - Argenton - Vallée de la Creuse
36082;Gehée;200040558;CC Écueillé-Valençay
36083;Giroux;200068880;CC Champagne Boischauts
36084;Gournay;200018521;CC du Val de Bouzanne
36085;Guilly;200068880;CC Champagne Boischauts
36086;Heugnes;200040558;CC Écueillé-Valençay
36087;Ingrandes;243600319;CC Brenne - Val de Creuse
36088;Issoudun;243600236;CC du Pays d'Issoudun
36089;Jeu-les-Bois;243600327;CA Châteauroux Métropole
36090;Jeu-Maloches;200040558;CC Écueillé-Valençay
